"Geographic Address","CO Address","LCC Address","Transponder Address","Device Address","Date","Time","Number of Lanes","Flow(Category 1)","Flow(Category 2)","Flow(Category 3)","Flow(Category 4)","Speed(Lane 1)","Speed(Lane 2)","Speed(Lane 3)","Speed(Lane 4)","Speed(Lane 5)","Speed(Lane 6)","Speed(Lane 7)","Flow(Lane 1)","Flow(Lane 2)","Flow(Lane 3)","Flow(Lane 4)","Flow(Lane 5)","Flow(Lane 6)","Flow(Lane 7)","Occupancy(Lane 1)","Occupancy(Lane 2)","Occupancy(Lane 3)","Occupancy(Lane 4)","Occupancy(Lane 5)","Occupancy(Lane 6)","Occupancy(Lane 7)","Headway(Lane 1)","Headway(Lane 2)","Headway(Lane 3)","Headway(Lane 4)","Headway(Lane 5)","Headway(Lane 6)","Headway(Lane 7)"
M1/4777B,012,7,116,320,14/02/17,18:49,3,32,6,0,4,92,104,116,-1,-1,-1,-1,13,16,13,-1,-1,-1,-1,8,8,4,-1,-1,-1,-1,45,39,45,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,18:50,3,34,7,1,1,101,122,131,-1,-1,-1,-1,12,21,10,-1,-1,-1,-1,5,7,3,-1,-1,-1,-1,51,29,56,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,18:51,3,21,3,0,0,109,122,133,-1,-1,-1,-1,11,10,3,-1,-1,-1,-1,4,3,0,-1,-1,-1,-1,40,59,100,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,18:52,3,27,8,1,2,104,116,125,-1,-1,-1,-1,10,18,10,-1,-1,-1,-1,5,6,3,-1,-1,-1,-1,75,33,75,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,18:53,3,34,9,1,5,100,111,125,-1,-1,-1,-1,11,16,22,-1,-1,-1,-1,8,6,6,-1,-1,-1,-1,51,33,29,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,18:54,3,32,4,0,3,100,119,137,-1,-1,-1,-1,13,18,8,-1,-1,-1,-1,8,6,2,-1,-1,-1,-1,49,36,62,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,18:55,3,30,4,1,1,105,117,132,-1,-1,-1,-1,8,19,9,-1,-1,-1,-1,3,6,3,-1,-1,-1,-1,60,32,76,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,18:56,3,27,8,2,2,96,115,128,-1,-1,-1,-1,6,22,11,-1,-1,-1,-1,4,7,3,-1,-1,-1,-1,115,26,53,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,18:57,3,41,8,1,4,98,111,125,-1,-1,-1,-1,13,26,15,-1,-1,-1,-1,7,10,5,-1,-1,-1,-1,48,23,43,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,18:58,3,39,6,1,5,95,109,118,-1,-1,-1,-1,10,18,23,-1,-1,-1,-1,7,7,7,-1,-1,-1,-1,55,33,25,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,18:59,3,27,4,2,2,96,114,121,-1,-1,-1,-1,11,16,8,-1,-1,-1,-1,7,5,3,-1,-1,-1,-1,58,35,63,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:00,3,22,4,0,1,102,121,135,-1,-1,-1,-1,12,12,3,-1,-1,-1,-1,5,4,1,-1,-1,-1,-1,51,53,142,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:01,3,34,3,2,0,107,116,128,-1,-1,-1,-1,13,12,14,-1,-1,-1,-1,5,3,4,-1,-1,-1,-1,46,42,34,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:02,3,28,6,1,1,106,118,124,-1,-1,-1,-1,8,16,12,-1,-1,-1,-1,4,5,4,-1,-1,-1,-1,62,43,56,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:03,3,23,5,0,2,105,119,130,-1,-1,-1,-1,14,8,8,-1,-1,-1,-1,7,3,2,-1,-1,-1,-1,47,73,74,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:04,3,21,5,1,5,94,116,125,-1,-1,-1,-1,9,16,7,-1,-1,-1,-1,8,5,2,-1,-1,-1,-1,61,39,72,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:05,3,21,2,2,2,101,119,131,-1,-1,-1,-1,9,16,2,-1,-1,-1,-1,5,5,0,-1,-1,-1,-1,72,36,149,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:06,3,17,4,1,1,106,119,127,-1,-1,-1,-1,8,10,5,-1,-1,-1,-1,3,3,1,-1,-1,-1,-1,72,58,91,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:07,3,22,3,1,2,108,118,131,-1,-1,-1,-1,12,11,5,-1,-1,-1,-1,6,3,1,-1,-1,-1,-1,55,49,109,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:08,3,26,4,0,2,107,115,130,-1,-1,-1,-1,10,15,7,-1,-1,-1,-1,5,5,2,-1,-1,-1,-1,55,45,92,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:09,3,20,3,0,3,102,119,138,-1,-1,-1,-1,14,8,4,-1,-1,-1,-1,7,2,1,-1,-1,-1,-1,44,60,104,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:10,3,23,5,0,5,89,113,118,-1,-1,-1,-1,7,18,8,-1,-1,-1,-1,7,6,2,-1,-1,-1,-1,77,40,95,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:11,3,28,6,3,6,93,112,120,-1,-1,-1,-1,11,16,16,-1,-1,-1,-1,8,7,5,-1,-1,-1,-1,59,35,34,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:12,3,23,3,0,2,103,119,138,-1,-1,-1,-1,11,12,5,-1,-1,-1,-1,6,4,1,-1,-1,-1,-1,51,48,95,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:13,3,24,5,1,3,98,115,126,-1,-1,-1,-1,11,15,7,-1,-1,-1,-1,7,5,2,-1,-1,-1,-1,57,40,98,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:14,3,20,4,1,1,105,121,134,-1,-1,-1,-1,8,13,5,-1,-1,-1,-1,3,4,1,-1,-1,-1,-1,69,46,127,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:15,3,31,4,1,3,97,114,122,-1,-1,-1,-1,10,17,12,-1,-1,-1,-1,5,5,4,-1,-1,-1,-1,60,36,51,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:16,3,29,0,1,3,99,118,127,-1,-1,-1,-1,10,18,5,-1,-1,-1,-1,6,6,1,-1,-1,-1,-1,64,33,108,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:17,3,26,5,0,1,104,120,130,-1,-1,-1,-1,12,14,6,-1,-1,-1,-1,5,4,1,-1,-1,-1,-1,50,43,83,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:18,3,19,7,1,0,108,120,125,-1,-1,-1,-1,12,10,5,-1,-1,-1,-1,4,3,1,-1,-1,-1,-1,47,57,65,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:19,3,20,3,0,2,106,124,131,-1,-1,-1,-1,8,13,4,-1,-1,-1,-1,5,4,1,-1,-1,-1,-1,72,47,109,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:20,3,12,7,0,1,107,119,129,-1,-1,-1,-1,9,7,4,-1,-1,-1,-1,4,2,1,-1,-1,-1,-1,66,81,114,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:21,3,12,3,0,3,104,138,129,-1,-1,-1,-1,10,7,1,-1,-1,-1,-1,6,2,0,-1,-1,-1,-1,65,90,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:22,3,12,4,1,3,102,115,122,-1,-1,-1,-1,8,9,3,-1,-1,-1,-1,5,3,1,-1,-1,-1,-1,72,66,158,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:23,3,22,4,0,2,105,119,133,-1,-1,-1,-1,12,14,2,-1,-1,-1,-1,6,4,0,-1,-1,-1,-1,49,43,188,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:24,3,18,1,0,2,102,112,117,-1,-1,-1,-1,8,11,2,-1,-1,-1,-1,4,3,0,-1,-1,-1,-1,73,47,165,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:25,3,23,4,0,1,100,119,128,-1,-1,-1,-1,9,13,6,-1,-1,-1,-1,5,4,2,-1,-1,-1,-1,63,49,113,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:26,3,9,1,3,3,98,118,140,-1,-1,-1,-1,8,7,1,-1,-1,-1,-1,5,3,0,-1,-1,-1,-1,79,61,77,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:27,3,15,4,0,0,112,123,135,-1,-1,-1,-1,10,8,1,-1,-1,-1,-1,3,2,0,-1,-1,-1,-1,63,94,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:28,3,12,2,1,1,101,129,0,-1,-1,-1,-1,9,7,0,-1,-1,-1,-1,4,2,0,-1,-1,-1,-1,46,49,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:29,3,22,1,0,3,100,121,135,-1,-1,-1,-1,9,13,4,-1,-1,-1,-1,6,4,1,-1,-1,-1,-1,74,61,125,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:30,3,14,3,0,1,106,129,125,-1,-1,-1,-1,10,7,1,-1,-1,-1,-1,4,1,0,-1,-1,-1,-1,69,91,112,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:31,3,11,0,0,1,107,124,165,-1,-1,-1,-1,4,7,1,-1,-1,-1,-1,2,2,0,-1,-1,-1,-1,108,80,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:32,3,24,1,1,1,103,116,121,-1,-1,-1,-1,8,14,5,-1,-1,-1,-1,3,4,1,-1,-1,-1,-1,95,42,122,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:33,3,16,5,0,2,106,118,124,-1,-1,-1,-1,10,8,5,-1,-1,-1,-1,5,2,1,-1,-1,-1,-1,54,79,107,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:34,3,13,5,2,3,96,111,126,-1,-1,-1,-1,8,10,5,-1,-1,-1,-1,6,3,1,-1,-1,-1,-1,84,61,98,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:35,3,11,4,0,3,106,123,142,-1,-1,-1,-1,7,10,1,-1,-1,-1,-1,5,3,0,-1,-1,-1,-1,83,59,238,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:36,3,13,4,3,6,99,113,122,-1,-1,-1,-1,10,10,6,-1,-1,-1,-1,9,4,2,-1,-1,-1,-1,60,59,103,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:37,3,15,5,3,2,103,114,122,-1,-1,-1,-1,7,13,5,-1,-1,-1,-1,4,5,1,-1,-1,-1,-1,85,36,101,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:38,3,15,2,0,2,104,118,123,-1,-1,-1,-1,8,8,3,-1,-1,-1,-1,5,2,0,-1,-1,-1,-1,74,91,115,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:39,3,21,2,1,2,101,119,126,-1,-1,-1,-1,9,12,5,-1,-1,-1,-1,5,4,1,-1,-1,-1,-1,66,50,124,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:40,3,12,1,1,3,98,125,131,-1,-1,-1,-1,9,4,4,-1,-1,-1,-1,6,1,1,-1,-1,-1,-1,66,90,161,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:41,3,18,2,1,0,114,123,134,-1,-1,-1,-1,8,10,3,-1,-1,-1,-1,2,2,0,-1,-1,-1,-1,68,56,178,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:42,3,18,2,1,4,89,116,138,-1,-1,-1,-1,6,14,5,-1,-1,-1,-1,6,5,1,-1,-1,-1,-1,107,45,82,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:43,3,14,3,0,3,103,111,127,-1,-1,-1,-1,6,8,6,-1,-1,-1,-1,3,3,1,-1,-1,-1,-1,98,75,122,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:44,3,17,2,1,1,109,122,127,-1,-1,-1,-1,7,11,3,-1,-1,-1,-1,3,3,1,-1,-1,-1,-1,71,55,146,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:45,3,16,1,2,1,105,115,129,-1,-1,-1,-1,8,11,1,-1,-1,-1,-1,3,4,0,-1,-1,-1,-1,79,53,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:46,3,17,3,3,4,101,111,123,-1,-1,-1,-1,10,12,5,-1,-1,-1,-1,6,5,1,-1,-1,-1,-1,59,51,131,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:47,3,9,1,2,2,110,122,133,-1,-1,-1,-1,8,5,1,-1,-1,-1,-1,4,1,0,-1,-1,-1,-1,77,105,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:48,3,15,4,0,2,104,120,133,-1,-1,-1,-1,7,10,4,-1,-1,-1,-1,4,3,1,-1,-1,-1,-1,81,54,104,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:49,3,18,4,1,1,102,121,125,-1,-1,-1,-1,13,9,2,-1,-1,-1,-1,6,3,0,-1,-1,-1,-1,50,71,230,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:50,3,10,4,0,1,108,120,0,-1,-1,-1,-1,6,9,0,-1,-1,-1,-1,3,3,0,-1,-1,-1,-1,101,67,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:51,3,11,0,1,1,101,116,114,-1,-1,-1,-1,4,8,1,-1,-1,-1,-1,2,3,0,-1,-1,-1,-1,120,71,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:52,3,11,5,0,3,94,111,142,-1,-1,-1,-1,9,9,1,-1,-1,-1,-1,6,3,0,-1,-1,-1,-1,70,69,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:53,3,11,2,0,1,110,119,122,-1,-1,-1,-1,6,6,2,-1,-1,-1,-1,3,2,0,-1,-1,-1,-1,114,83,134,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:54,3,7,0,1,3,101,126,0,-1,-1,-1,-1,5,6,0,-1,-1,-1,-1,3,2,0,-1,-1,-1,-1,102,116,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:55,3,18,4,1,5,98,114,128,-1,-1,-1,-1,9,10,9,-1,-1,-1,-1,5,4,2,-1,-1,-1,-1,76,61,82,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:56,3,9,4,2,0,108,125,140,-1,-1,-1,-1,7,7,1,-1,-1,-1,-1,3,2,0,-1,-1,-1,-1,69,43,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:57,3,16,1,2,1,114,121,131,-1,-1,-1,-1,6,11,3,-1,-1,-1,-1,2,4,0,-1,-1,-1,-1,94,54,160,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:58,3,14,1,0,2,100,127,0,-1,-1,-1,-1,7,10,0,-1,-1,-1,-1,4,3,0,-1,-1,-1,-1,94,73,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,19:59,3,11,3,1,6,91,107,115,-1,-1,-1,-1,8,9,4,-1,-1,-1,-1,7,4,1,-1,-1,-1,-1,82,68,112,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:00,3,14,5,0,6,98,109,122,-1,-1,-1,-1,9,11,5,-1,-1,-1,-1,8,4,1,-1,-1,-1,-1,65,43,93,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:01,3,8,3,2,3,98,121,0,-1,-1,-1,-1,9,7,0,-1,-1,-1,-1,6,2,0,-1,-1,-1,-1,62,97,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:02,3,24,2,0,2,105,120,130,-1,-1,-1,-1,7,13,8,-1,-1,-1,-1,4,4,2,-1,-1,-1,-1,80,40,76,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:03,3,12,2,3,2,97,117,143,-1,-1,-1,-1,6,10,3,-1,-1,-1,-1,5,3,1,-1,-1,-1,-1,96,65,154,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:04,3,4,5,1,1,114,126,0,-1,-1,-1,-1,7,4,0,-1,-1,-1,-1,3,1,0,-1,-1,-1,-1,99,168,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:05,3,13,8,0,0,106,116,134,-1,-1,-1,-1,10,9,2,-1,-1,-1,-1,3,3,0,-1,-1,-1,-1,55,58,132,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:06,3,11,3,0,3,101,112,139,-1,-1,-1,-1,6,6,5,-1,-1,-1,-1,4,2,1,-1,-1,-1,-1,100,86,127,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:07,3,10,0,1,2,108,122,0,-1,-1,-1,-1,9,4,0,-1,-1,-1,-1,5,1,0,-1,-1,-1,-1,70,129,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:08,3,3,4,0,4,99,119,0,-1,-1,-1,-1,7,4,0,-1,-1,-1,-1,6,1,0,-1,-1,-1,-1,85,123,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:09,3,7,1,2,2,92,112,123,-1,-1,-1,-1,5,6,1,-1,-1,-1,-1,3,2,0,-1,-1,-1,-1,116,108,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:10,3,6,4,1,1,112,124,0,-1,-1,-1,-1,8,4,0,-1,-1,-1,-1,4,1,0,-1,-1,-1,-1,72,100,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:11,3,10,2,1,1,104,127,0,-1,-1,-1,-1,4,10,0,-1,-1,-1,-1,2,3,0,-1,-1,-1,-1,141,81,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:12,3,4,2,2,1,114,114,162,-1,-1,-1,-1,6,2,1,-1,-1,-1,-1,3,0,0,-1,-1,-1,-1,91,201,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:13,3,12,0,0,5,104,114,121,-1,-1,-1,-1,11,5,1,-1,-1,-1,-1,8,1,0,-1,-1,-1,-1,58,134,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:14,3,11,0,0,5,97,122,0,-1,-1,-1,-1,9,7,0,-1,-1,-1,-1,7,2,0,-1,-1,-1,-1,70,91,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:15,3,12,5,1,1,109,119,133,-1,-1,-1,-1,6,10,3,-1,-1,-1,-1,3,3,1,-1,-1,-1,-1,93,55,184,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:16,3,10,1,2,2,107,122,0,-1,-1,-1,-1,7,8,0,-1,-1,-1,-1,4,2,0,-1,-1,-1,-1,86,77,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:17,3,11,3,0,7,100,115,0,-1,-1,-1,-1,12,9,0,-1,-1,-1,-1,10,3,0,-1,-1,-1,-1,54,68,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:18,3,9,3,1,2,105,120,140,-1,-1,-1,-1,7,6,2,-1,-1,-1,-1,4,2,0,-1,-1,-1,-1,86,65,191,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:19,3,10,1,0,2,110,127,0,-1,-1,-1,-1,8,5,0,-1,-1,-1,-1,5,1,0,-1,-1,-1,-1,71,73,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:20,3,10,4,1,2,105,117,147,-1,-1,-1,-1,8,7,2,-1,-1,-1,-1,5,2,0,-1,-1,-1,-1,73,65,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:21,3,10,2,1,0,112,122,0,-1,-1,-1,-1,5,8,0,-1,-1,-1,-1,1,3,0,-1,-1,-1,-1,108,96,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:22,3,12,4,2,6,88,116,122,-1,-1,-1,-1,7,12,5,-1,-1,-1,-1,8,4,1,-1,-1,-1,-1,97,51,120,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:23,3,10,2,2,1,97,126,130,-1,-1,-1,-1,6,7,2,-1,-1,-1,-1,4,2,0,-1,-1,-1,-1,87,51,98,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:24,3,18,2,0,2,101,123,125,-1,-1,-1,-1,11,10,1,-1,-1,-1,-1,6,3,0,-1,-1,-1,-1,58,78,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:25,3,18,4,0,2,106,122,127,-1,-1,-1,-1,9,12,3,-1,-1,-1,-1,5,4,1,-1,-1,-1,-1,63,44,101,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:26,3,10,6,1,2,100,121,132,-1,-1,-1,-1,8,8,3,-1,-1,-1,-1,5,2,1,-1,-1,-1,-1,72,75,163,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:27,3,5,3,1,1,107,123,0,-1,-1,-1,-1,6,4,0,-1,-1,-1,-1,3,1,0,-1,-1,-1,-1,89,111,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:28,3,9,2,0,5,101,118,117,-1,-1,-1,-1,8,7,1,-1,-1,-1,-1,6,3,0,-1,-1,-1,-1,92,98,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:29,3,12,1,0,4,98,118,0,-1,-1,-1,-1,7,10,0,-1,-1,-1,-1,6,3,0,-1,-1,-1,-1,87,55,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:30,3,10,3,0,3,100,112,123,-1,-1,-1,-1,9,5,2,-1,-1,-1,-1,5,2,0,-1,-1,-1,-1,65,45,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:31,3,9,0,1,2,101,123,137,-1,-1,-1,-1,7,4,1,-1,-1,-1,-1,4,1,0,-1,-1,-1,-1,89,167,237,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:32,3,10,2,2,3,102,112,145,-1,-1,-1,-1,7,9,1,-1,-1,-1,-1,5,3,0,-1,-1,-1,-1,81,73,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:33,3,19,3,0,2,110,117,118,-1,-1,-1,-1,10,12,2,-1,-1,-1,-1,5,4,0,-1,-1,-1,-1,62,51,144,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:34,3,5,3,0,2,109,111,140,-1,-1,-1,-1,8,1,1,-1,-1,-1,-1,4,0,0,-1,-1,-1,-1,72,228,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:35,3,9,3,3,4,98,113,138,-1,-1,-1,-1,9,8,2,-1,-1,-1,-1,8,2,0,-1,-1,-1,-1,58,75,153,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:36,3,8,1,0,2,111,126,0,-1,-1,-1,-1,7,4,0,-1,-1,-1,-1,4,1,0,-1,-1,-1,-1,62,137,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:37,3,11,3,0,5,97,111,133,-1,-1,-1,-1,10,6,3,-1,-1,-1,-1,8,1,1,-1,-1,-1,-1,83,115,94,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:38,3,6,1,0,0,118,123,0,-1,-1,-1,-1,5,2,0,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,104,114,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:39,3,8,2,0,3,102,117,0,-1,-1,-1,-1,6,7,0,-1,-1,-1,-1,3,3,0,-1,-1,-1,-1,97,118,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:40,3,11,1,1,2,100,118,133,-1,-1,-1,-1,6,8,1,-1,-1,-1,-1,5,3,0,-1,-1,-1,-1,106,68,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:41,3,11,1,1,5,97,114,119,-1,-1,-1,-1,8,9,1,-1,-1,-1,-1,7,4,0,-1,-1,-1,-1,81,71,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:42,3,7,5,0,0,121,115,137,-1,-1,-1,-1,6,5,1,-1,-1,-1,-1,2,2,0,-1,-1,-1,-1,92,82,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:43,3,8,4,0,2,106,120,127,-1,-1,-1,-1,9,3,2,-1,-1,-1,-1,5,1,0,-1,-1,-1,-1,70,177,191,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:44,3,5,1,2,1,109,115,142,-1,-1,-1,-1,6,2,1,-1,-1,-1,-1,3,0,0,-1,-1,-1,-1,93,226,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:45,3,10,3,2,6,91,113,126,-1,-1,-1,-1,8,8,5,-1,-1,-1,-1,7,4,1,-1,-1,-1,-1,76,73,112,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:46,3,5,2,2,3,101,117,0,-1,-1,-1,-1,8,4,0,-1,-1,-1,-1,6,1,0,-1,-1,-1,-1,81,112,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:47,3,4,1,1,0,128,126,0,-1,-1,-1,-1,2,4,0,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,164,124,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:48,3,8,3,0,2,102,118,152,-1,-1,-1,-1,7,4,2,-1,-1,-1,-1,4,1,0,-1,-1,-1,-1,96,173,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:49,3,2,2,0,2,111,101,0,-1,-1,-1,-1,4,2,0,-1,-1,-1,-1,2,1,0,-1,-1,-1,-1,99,144,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:50,3,7,1,1,2,104,117,0,-1,-1,-1,-1,7,4,0,-1,-1,-1,-1,4,1,0,-1,-1,-1,-1,101,143,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:51,3,7,3,0,2,105,124,131,-1,-1,-1,-1,5,6,1,-1,-1,-1,-1,3,1,0,-1,-1,-1,-1,130,87,-1,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:52,3,8,0,1,3,102,118,0,-1,-1,-1,-1,8,4,0,-1,-1,-1,-1,5,1,0,-1,-1,-1,-1,74,120,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:53,3,4,3,2,1,97,123,0,-1,-1,-1,-1,4,6,0,-1,-1,-1,-1,3,2,0,-1,-1,-1,-1,148,103,0,-1,-1,-1,-1
M1/4777B,012,7,116,320,14/02/17,20:54,3,11,0,1,1,109,122,0,-1,-1,-1,-1,8,5,0,-1,-1,-1,-1,3,1,0,-1,-1,-1,-1,76,91,0,-1,-1,-1,-1
